target_account,matched_customer,status
McLeod Russel,Linclimited,FLAGGED - EXISTING CUSTOMER
Pharma Companies,pharma&,FLAGGED - EXISTING CUSTOMER
Pokarna Ltd,P,FLAGGED - EXISTING CUSTOMER
MSP Steel (Ferro),Linclimited,FLAGGED - EXISTING CUSTOMER
SMC Power,C-Power,FLAGGED - EXISTING CUSTOMER
Aditya Birla Retail,Aditya Birla Group (N),FLAGGED - EXISTING CUSTOMER
Chhattisgarh Ispat,"TTI,",FLAGGED - EXISTING CUSTOMER
FLSmidth India,FLSmidth & Co. A/S,FLAGGED - EXISTING CUSTOMER
TRL Krosaki Refractories,AKI,FLAGGED - EXISTING CUSTOMER
Nuvoco Vistas (AAC),NUVOCO VISTAS CORPORATION LIMITED - MUMBAI - Shipment Tracking,FLAGGED - EXISTING CUSTOMER
Premier Wire & Cable,Linclimited,FLAGGED - EXISTING CUSTOMER
Minerals Technologies,Zaimah Technologies,FLAGGED - EXISTING CUSTOMER
Gujarat Gas,Gujarat Craft,FLAGGED - EXISTING CUSTOMER
Jayant Agro Wire,Jayant Agro-Organics Limited,FLAGGED - EXISTING CUSTOMER
Western Coalfields,Northern Coalfields Limited,FLAGGED - EXISTING CUSTOMER
Laxmi Rubber,Linclimited,FLAGGED - EXISTING CUSTOMER
Tata Metaliks (Ferro),Linclimited,FLAGGED - EXISTING CUSTOMER
Innovative Foods,NOV,FLAGGED - EXISTING CUSTOMER
APGENCO,P,FLAGGED - EXISTING CUSTOMER
Bajaj Hindusthan Sugar,sugarindia,FLAGGED - EXISTING CUSTOMER
Steelcase India,LC,FLAGGED - EXISTING CUSTOMER
Klüber Lubrication,Klüber Lubrication München SE & Co. KG,FLAGGED - EXISTING CUSTOMER
Atlas Copco (Compressors),Atlas Copco Group,FLAGGED - EXISTING CUSTOMER
Cosmo Ferrites,RITES,FLAGGED - EXISTING CUSTOMER
Mawana Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Dhampur Sugar Mills,sugarindia,FLAGGED - EXISTING CUSTOMER
Kalpena Industries,Kkalpana Industries,FLAGGED - EXISTING CUSTOMER
Prism Johnson (Ready-Mix),Johnson & Johnson,FLAGGED - EXISTING CUSTOMER
Weber (Saint-Gobain),SAINT - GOBAIN INDIA PRIVATE - JIND,FLAGGED - EXISTING CUSTOMER
Suzlon,Suzlon Energy Limited,FLAGGED - EXISTING CUSTOMER
Varun Industries,Varuna Integrated Logistics Pvt Ltd-,FLAGGED - EXISTING CUSTOMER
SKP Industries,P,FLAGGED - EXISTING CUSTOMER
Indian Oil (Hydrogen),INDIAN OIL CORP. LTD,FLAGGED - EXISTING CUSTOMER
Lhoist India,Lhoist,FLAGGED - EXISTING CUSTOMER
Sterling Gas,Sterling Tapes Limited,FLAGGED - EXISTING CUSTOMER
Tirumalla Oils,Linclimited,FLAGGED - EXISTING CUSTOMER
India Kawasaki,AKI,FLAGGED - EXISTING CUSTOMER
Mapei India,Mapei,FLAGGED - EXISTING CUSTOMER
Pankaj Steel,panchkula steel pvt ltd,FLAGGED - EXISTING CUSTOMER
Birla Tyres,Birla Tyres,FLAGGED - EXISTING CUSTOMER
Nava Bharat (Sponge),P,FLAGGED - EXISTING CUSTOMER
BASF India (Adhesives),Sonal Adhesives,FLAGGED - EXISTING CUSTOMER
Triveni Engineering,Triveni Engineering & Industries Limited,FLAGGED - EXISTING CUSTOMER
Hershey India,The Hershey Company,FLAGGED - EXISTING CUSTOMER
Dhanlaxmi Steel,Linclimited,FLAGGED - EXISTING CUSTOMER
Jupiter Solar,Linclimited,FLAGGED - EXISTING CUSTOMER
Guardian Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Sandvik India (Tubes),UBE,FLAGGED - EXISTING CUSTOMER
Hindustan Zinc (Acid),HINDUSTAN ZINC LTD  -  Freight Bazaar,FLAGGED - EXISTING CUSTOMER
Meesho,Meesho,FLAGGED - EXISTING CUSTOMER
Isgec (Oil Mills),KHANDELIA OIL & GENERAL MILLS - SRI GANGANAGAR - ETE TMS,FLAGGED - EXISTING CUSTOMER
Gulf Oil Lubricants,Gulf Oil Lubricants India Ltd,FLAGGED - EXISTING CUSTOMER
JSPL (Captive Coal),Linclimited,FLAGGED - EXISTING CUSTOMER
Vallourec India,Linclimited,FLAGGED - EXISTING CUSTOMER
Avanti Feeds,Advanta seeds ,FLAGGED - EXISTING CUSTOMER
Hindalco Rubber,LC,FLAGGED - EXISTING CUSTOMER
SAIL (Coal),Sangita Coal Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
JK Lakshmi (AAC),JK Lakshmi Cement - Plant Automation + TMS,FLAGGED - EXISTING CUSTOMER
Industrial Minerals,Linclimited,FLAGGED - EXISTING CUSTOMER
HNG Industries (Float),Linclimited,FLAGGED - EXISTING CUSTOMER
Ramco AAC,Ramco Industries,FLAGGED - EXISTING CUSTOMER
Value,Mahesh Value,FLAGGED - EXISTING CUSTOMER
Nandi Pipes,P,FLAGGED - EXISTING CUSTOMER
Cera Sanitaryware,CERA,FLAGGED - EXISTING CUSTOMER
Schneider Electric India,Schneider Electric,FLAGGED - EXISTING CUSTOMER
RenewSys,Heneways,FLAGGED - EXISTING CUSTOMER
IIG (Industrial),AJAY INDUSTRIAL,FLAGGED - EXISTING CUSTOMER
Mesco Steel,MES,FLAGGED - EXISTING CUSTOMER
Precision Pipes,Precision Pyramid Private Limited,FLAGGED - EXISTING CUSTOMER
Dalmia OCL,Dalmia Polypro,FLAGGED - EXISTING CUSTOMER
Durian,Durian Industries Limited,FLAGGED - EXISTING CUSTOMER
Akay Impex (Acetylene),Linclimited,FLAGGED - EXISTING CUSTOMER
Lubrizol India,The Lubrizol Corporation,FLAGGED - EXISTING CUSTOMER
Fuchs India,Pepperl+Fuchs SE,FLAGGED - EXISTING CUSTOMER
Mosil Lubricants,Gulf Oil Lubricants India Ltd,FLAGGED - EXISTING CUSTOMER
Alltech India,Linclimited,FLAGGED - EXISTING CUSTOMER
Freshtrop Fruits,Freshtrop,FLAGGED - EXISTING CUSTOMER
Kemin Industries,Kemin Industries,FLAGGED - EXISTING CUSTOMER
Nitco Tiles,ITC Limited,FLAGGED - EXISTING CUSTOMER
Vardhman Industries,Vardhman Tube,FLAGGED - EXISTING CUSTOMER
Super Industrial Gases,Linclimited,FLAGGED - EXISTING CUSTOMER
Licious,Linclimited,FLAGGED - EXISTING CUSTOMER
Denso India,Denso Haryana Pvt,FLAGGED - EXISTING CUSTOMER
Century Enka,Century Enka Ltd,FLAGGED - EXISTING CUSTOMER
Jindal Mechno Bricks,Linclimited,FLAGGED - EXISTING CUSTOMER
Decathlon India,DECATHLON,FLAGGED - EXISTING CUSTOMER
JCT Ltd,Jacto,FLAGGED - EXISTING CUSTOMER
Urban Ladder,Urban Platter,FLAGGED - EXISTING CUSTOMER
Minda Corporation,Raj Corporation Limited,FLAGGED - EXISTING CUSTOMER
SRF (Tech Tex),SRF,FLAGGED - EXISTING CUSTOMER
EQ Graphite,Graphite India,FLAGGED - EXISTING CUSTOMER
Matheson (India Rep),P,FLAGGED - EXISTING CUSTOMER
Penna Cement (Ferro),P,FLAGGED - EXISTING CUSTOMER
Aarti Gases,Aarti Steels Private Limited,FLAGGED - EXISTING CUSTOMER
Luminous Power Technologies,LUMINO INDUSTRIES LIMITED,FLAGGED - EXISTING CUSTOMER
Neelkanth Gases,Linclimited,FLAGGED - EXISTING CUSTOMER
Central (Future),Linclimited,FLAGGED - EXISTING CUSTOMER
Shree Balaji Oxygen,REE,FLAGGED - EXISTING CUSTOMER
ELGi Equipments,Linclimited,FLAGGED - EXISTING CUSTOMER
Lear Corporation India,Raj Corporation Limited,FLAGGED - EXISTING CUSTOMER
Sona BLW Comstar,Sona BLW Precision Forging Ltd (Sona Comstar),FLAGGED - EXISTING CUSTOMER
Gateway Distriparks,Ate India,FLAGGED - EXISTING CUSTOMER
Recron (Reliance),Reliance Industries Ltd,FLAGGED - EXISTING CUSTOMER
Zepto,Zepto,FLAGGED - EXISTING CUSTOMER
Coslight India,Linclimited,FLAGGED - EXISTING CUSTOMER
Mamaearth (Honasa),Mamaearth,FLAGGED - EXISTING CUSTOMER
Jain Irrigation (Fresh),Jain Irrigation Systems Ltd,FLAGGED - EXISTING CUSTOMER
Bharat Bijlee,Linclimited,FLAGGED - EXISTING CUSTOMER
Monster Energy,Shera Energy,FLAGGED - EXISTING CUSTOMER
Greaves Electric Mobility,greaveselectricmobility.com,FLAGGED - EXISTING CUSTOMER
Indorama Synthetics,INDO RAMA SYNTHETICS (I-,FLAGGED - EXISTING CUSTOMER
Crompton Greaves Consumer,Crompton Greaves Consumer Electricals Limited,FLAGGED - EXISTING CUSTOMER
Valeo India,Vale,FLAGGED - EXISTING CUSTOMER
PepsiCo India,PepsiCo Venezuela,FLAGGED - EXISTING CUSTOMER
EuroChem India,Metro Chem Industries,FLAGGED - EXISTING CUSTOMER
Shoppers Stop,SHOPPERS STOP,FLAGGED - EXISTING CUSTOMER
HIL Ltd (Fly Ash Bricks),HIL LIMITED,FLAGGED - EXISTING CUSTOMER
Sundaram Clayton,Linclimited,FLAGGED - EXISTING CUSTOMER
Jumbotail,Jumbotail,FLAGGED - EXISTING CUSTOMER
FirstCry,FirstCry.com,FLAGGED - EXISTING CUSTOMER
United Spirits,P,FLAGGED - EXISTING CUSTOMER
Lifestyle (Dubai),LifeStyles US,FLAGGED - EXISTING CUSTOMER
IndiaMART,Vinmart Group of Companies,FLAGGED - EXISTING CUSTOMER
Carrier India,Sonu Freight Carriers Pvt.,FLAGGED - EXISTING CUSTOMER
Ashok Leyland (Power Solutions),Ashok Leyland Ltd,FLAGGED - EXISTING CUSTOMER
Pepperfry,PepperFry,FLAGGED - EXISTING CUSTOMER
Greaves Electric,Linclimited,FLAGGED - EXISTING CUSTOMER
Grasim (Liva),ASI Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Reliance Industries (Scrap),Reliance Industries Ltd,FLAGGED - EXISTING CUSTOMER
Garden Reach,DE,FLAGGED - EXISTING CUSTOMER
Simhapuri Agro,P,FLAGGED - EXISTING CUSTOMER
Wakefit,Wakefit,FLAGGED - EXISTING CUSTOMER
JSPL (Captive),Linclimited,FLAGGED - EXISTING CUSTOMER
Log9 Materials,Ate India,FLAGGED - EXISTING CUSTOMER
DLF (Buyer),DLF Ltd,FLAGGED - EXISTING CUSTOMER
Tata Power Renewable,Tata Power - DDL,FLAGGED - EXISTING CUSTOMER
Trent (Westside),Trent Limited,FLAGGED - EXISTING CUSTOMER
Punj Lloyd,Linclimited,FLAGGED - EXISTING CUSTOMER
MRPL (ONGC),Linclimited,FLAGGED - EXISTING CUSTOMER
Tata Power (Cables),Tata Power - DDL,FLAGGED - EXISTING CUSTOMER
McDonald's (Hardcastle),CAST,FLAGGED - EXISTING CUSTOMER
Cochin Shipyard,P,FLAGGED - EXISTING CUSTOMER
Halliburton India,Linclimited,FLAGGED - EXISTING CUSTOMER
Synthite Industries,Synthite Industries Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Pioneer Agro,PIONEER INDUSTRIES,FLAGGED - EXISTING CUSTOMER
Balmer Lawrie,BALMER LAWRIE AND COMPANY LIMITED  - Reverse Auction & TMS,FLAGGED - EXISTING CUSTOMER
Professional Couriers,Linclimited,FLAGGED - EXISTING CUSTOMER
State Seeds Corp,Ate India,FLAGGED - EXISTING CUSTOMER
Jindal Power,Oriana Power,FLAGGED - EXISTING CUSTOMER
Thermax (O&G),THERMAX,FLAGGED - EXISTING CUSTOMER
Sika India (Waterproof),Ate India,FLAGGED - EXISTING CUSTOMER
Hindustan Colas,Hindustan Motors Limited.,FLAGGED - EXISTING CUSTOMER
Wipro Furniture,P,FLAGGED - EXISTING CUSTOMER
Toshiba T&D India,T.T. LIMITED,FLAGGED - EXISTING CUSTOMER
Atlas Copco India,Atlas Copco Group,FLAGGED - EXISTING CUSTOMER
Knauf India,KNAUF INDIA PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Kalpataru O&G,Linclimited,FLAGGED - EXISTING CUSTOMER
Shadowfax,Dow,FLAGGED - EXISTING CUSTOMER
Dalmia Cement (Fuel),Dalmia Cement,FLAGGED - EXISTING CUSTOMER
L&T (Pipelines),H T L LTD - GUINDY,FLAGGED - EXISTING CUSTOMER
Maruti (Scrap Buyer),P,FLAGGED - EXISTING CUSTOMER
Shapoorji Pallonji,RJCORP,FLAGGED - EXISTING CUSTOMER
Gem Granites,Gem,FLAGGED - EXISTING CUSTOMER
GrafTech India,gurutech,FLAGGED - EXISTING CUSTOMER
Asian Bitumen,RoadStar Bitumen,FLAGGED - EXISTING CUSTOMER
Tata Motors (Scrap),P,FLAGGED - EXISTING CUSTOMER
Society Tea,Society Tea,FLAGGED - EXISTING CUSTOMER
Kalpataru Projects,Projects India,FLAGGED - EXISTING CUSTOMER
Schott Glass India,Schott Glass India,FLAGGED - EXISTING CUSTOMER
ITC (Tea),ITC Limited,FLAGGED - EXISTING CUSTOMER
Olam Spices,SPIC Ltd,FLAGGED - EXISTING CUSTOMER
Paint Companies,P,FLAGGED - EXISTING CUSTOMER
Apeejay Tea,P,FLAGGED - EXISTING CUSTOMER
JSPL (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
Pranav Agro,Apna Agro,FLAGGED - EXISTING CUSTOMER
Girnar Tea,Girnar Tea,FLAGGED - EXISTING CUSTOMER
Ambuja Cement,Dalmia Cement,FLAGGED - EXISTING CUSTOMER
ACC Ltd,Accenture,FLAGGED - EXISTING CUSTOMER
GE Power India,C-Power,FLAGGED - EXISTING CUSTOMER
Gabriel India,Linclimited,FLAGGED - EXISTING CUSTOMER
Garware Technical,Linclimited,FLAGGED - EXISTING CUSTOMER
NSL Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
ONGC (Pipes),P,FLAGGED - EXISTING CUSTOMER
Nestle India (Coffee),Linclimited,FLAGGED - EXISTING CUSTOMER
GMR Energy,VARO Energy,FLAGGED - EXISTING CUSTOMER
Sterlite Grid,Linclimited,FLAGGED - EXISTING CUSTOMER
Petrofac India,P,FLAGGED - EXISTING CUSTOMER
Schneider Electric,Schneider Electric,FLAGGED - EXISTING CUSTOMER
Jodhpur Furniture Assn,HP Inc.,FLAGGED - EXISTING CUSTOMER
Jindal SAW (DI),Jindal Saw - Vayudoot,FLAGGED - EXISTING CUSTOMER
Steel Companies,The TJX Companies,FLAGGED - EXISTING CUSTOMER
Dutron Polymers,Ronch Polymers Pvt,FLAGGED - EXISTING CUSTOMER
ONGC (Scrap),P,FLAGGED - EXISTING CUSTOMER
OCP India,Ocspl,FLAGGED - EXISTING CUSTOMER
Rossell India,Linclimited,FLAGGED - EXISTING CUSTOMER
Global Green (VegPro),REE,FLAGGED - EXISTING CUSTOMER
Tide Water Oil,Ate India,FLAGGED - EXISTING CUSTOMER
Dharani Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Penna Cement,P,FLAGGED - EXISTING CUSTOMER
Sagar Cements,Malabar Cements Ltd,FLAGGED - EXISTING CUSTOMER
TruAlt Bioenergy,UAL Industries Ltd,FLAGGED - EXISTING CUSTOMER
Nuvoco Vistas,NUVOCO VISTAS CORPORATION LIMITED - MUMBAI - Shipment Tracking,FLAGGED - EXISTING CUSTOMER
Bilcare,LC,FLAGGED - EXISTING CUSTOMER
Seshasayee Paper,P,FLAGGED - EXISTING CUSTOMER
TCPL Packaging,Corys Packaging,FLAGGED - EXISTING CUSTOMER
Classic Marble,Classic Marble Co Pvt Ltd.,FLAGGED - EXISTING CUSTOMER
CAMPCO,P,FLAGGED - EXISTING CUSTOMER
UltraTech RMC,UltraTech Cement,FLAGGED - EXISTING CUSTOMER
Godrej Construction,Arabtec Construction,FLAGGED - EXISTING CUSTOMER
Cantabil Retail,Linclimited,FLAGGED - EXISTING CUSTOMER
Blinkit (Fresh),Linclimited,FLAGGED - EXISTING CUSTOMER
NCC (Pipelines),Linclimited,FLAGGED - EXISTING CUSTOMER
CPCL (IOCL),Linclimited,FLAGGED - EXISTING CUSTOMER
Saharanpur Cluster,Linclimited,FLAGGED - EXISTING CUSTOMER
MGL,Linclimited,FLAGGED - EXISTING CUSTOMER
APEDA,P,FLAGGED - EXISTING CUSTOMER
UltraTech Cement,UltraTech Cement,FLAGGED - EXISTING CUSTOMER
Welspun (Pipelines),WELSPUN CORP LTD. - CS Pipes,FLAGGED - EXISTING CUSTOMER
JSW Steel (Buyer),JSW & Bhusan Power Steel,FLAGGED - EXISTING CUSTOMER
Mahindra (Scrap),P,FLAGGED - EXISTING CUSTOMER
India Post (Speed Post),P,FLAGGED - EXISTING CUSTOMER
L&T (Scrap Sale),H T L LTD - GUINDY,FLAGGED - EXISTING CUSTOMER
Srinivasa Farms,INI Farms,FLAGGED - EXISTING CUSTOMER
Airtel (Fiber),Linclimited,FLAGGED - EXISTING CUSTOMER
Showa Denko Carbon,India Carbon Limited,FLAGGED - EXISTING CUSTOMER
Aditya Birla (Chemicals),Aditya Birla Group (N),FLAGGED - EXISTING CUSTOMER
J Kumar Infraprojects,J Kumar Infraprojects Ltd,FLAGGED - EXISTING CUSTOMER
Ramco Cement,Ramco Industries,FLAGGED - EXISTING CUSTOMER
Skylark Hatcheries,Ark,FLAGGED - EXISTING CUSTOMER
L&T (Buyer),H T L LTD - GUINDY,FLAGGED - EXISTING CUSTOMER
Ballarpur Industries,Linclimited,FLAGGED - EXISTING CUSTOMER
Gayatri Projects,Projects India,FLAGGED - EXISTING CUSTOMER
Prestige Estates,Ate India,FLAGGED - EXISTING CUSTOMER
Zepto (Fresh),Zepto,FLAGGED - EXISTING CUSTOMER
Voltas (Projects),VOLTAS,FLAGGED - EXISTING CUSTOMER
SKM Egg Products,SKM Egg Products,FLAGGED - EXISTING CUSTOMER
HPCL (Pipelines),HP Inc.,FLAGGED - EXISTING CUSTOMER
J M Baxi,JM Baxi & Co.,FLAGGED - EXISTING CUSTOMER
Gujarat Borosil,Linclimited,FLAGGED - EXISTING CUSTOMER
STP Ltd,guestpostzoomwings.com,FLAGGED - EXISTING CUSTOMER
India Cements,Malabar Cements Ltd,FLAGGED - EXISTING CUSTOMER
Market Size (Rs Cr),Ark,FLAGGED - EXISTING CUSTOMER
Mahindra Powerol,Linclimited,FLAGGED - EXISTING CUSTOMER
Schaeffler India,Linclimited,FLAGGED - EXISTING CUSTOMER
Swiggy Instamart,Swiggy,FLAGGED - EXISTING CUSTOMER
State Agri Universities,Ate India,FLAGGED - EXISTING CUSTOMER
Hinduja National Power,Linclimited,FLAGGED - EXISTING CUSTOMER
Boat,boAt Lifestyle,FLAGGED - EXISTING CUSTOMER
Huhtamaki India,AKI,FLAGGED - EXISTING CUSTOMER
PharmEasy,mPharma,FLAGGED - EXISTING CUSTOMER
Lonking India,Linclimited,FLAGGED - EXISTING CUSTOMER
Hindustan Coca-Cola,Coca-Cola Consolidated,FLAGGED - EXISTING CUSTOMER
Supreme Nonwoven,Supreme,FLAGGED - EXISTING CUSTOMER
Diamond Cables,Linclimited,FLAGGED - EXISTING CUSTOMER
National Highways Authority,Linclimited,FLAGGED - EXISTING CUSTOMER
Subway India,subway,FLAGGED - EXISTING CUSTOMER
Oriental Structural,Oriental Structural Engineers,FLAGGED - EXISTING CUSTOMER
Dalmia Bharat,Dalmia Cement ( Bharat ) Limited,FLAGGED - EXISTING CUSTOMER
Shell Lubricants,Shell & Vivo Lubricants,FLAGGED - EXISTING CUSTOMER
Sakthi Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Metro Rail Projects,Metro,FLAGGED - EXISTING CUSTOMER
Cosentino (Silestone),Linclimited,FLAGGED - EXISTING CUSTOMER
Kuantum Papers,P,FLAGGED - EXISTING CUSTOMER
Simbhaoli Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Rajshree Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
NAYARA Energy,VARO Energy,FLAGGED - EXISTING CUSTOMER
BPCL (Pipelines),Linclimited,FLAGGED - EXISTING CUSTOMER
Amazon India (Furniture),Almutlaq Furniture,FLAGGED - EXISTING CUSTOMER
Archidply,Archidply - Spot +Sim tracking,FLAGGED - EXISTING CUSTOMER
N R Agarwal Industries,Linclimited,FLAGGED - EXISTING CUSTOMER
Technip FMC,ECH,FLAGGED - EXISTING CUSTOMER
Man Industries (O&G),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
ACC Ready Mix,ACC Limited,FLAGGED - EXISTING CUSTOMER
BHEL (O&G Equipment),Linclimited,FLAGGED - EXISTING CUSTOMER
NRL (ONGC),Linclimited,FLAGGED - EXISTING CUSTOMER
Tata Steel (Buyer),Tata Bhushan Steel,FLAGGED - EXISTING CUSTOMER
Schlumberger India,Schlumberger,FLAGGED - EXISTING CUSTOMER
Adani Total Gas,Adani Total,FLAGGED - EXISTING CUSTOMER
RDC Concrete,RDC Concrete,FLAGGED - EXISTING CUSTOMER
JK Lakshmi (Gypsum),JK Lakshmi Cement - Plant Automation + TMS,FLAGGED - EXISTING CUSTOMER
Tata AutoComp (BESS),TATA AutoComp Systems Ltd,FLAGGED - EXISTING CUSTOMER
Tat Coffee (SL),Tata Coffee Ltd,FLAGGED - EXISTING CUSTOMER
IFGL Refractories,Linclimited,FLAGGED - EXISTING CUSTOMER
Shree Cement (Gypsum),REE,FLAGGED - EXISTING CUSTOMER
Organic India,Tradin Organic,FLAGGED - EXISTING CUSTOMER
Servotech Power,India Power,FLAGGED - EXISTING CUSTOMER
Johnson (Prism),Johnson Lifts Private Limited,FLAGGED - EXISTING CUSTOMER
Crofarm (Otipy),Farm,FLAGGED - EXISTING CUSTOMER
Hindware (Pipes),P,FLAGGED - EXISTING CUSTOMER
Duro Plywood,Linclimited,FLAGGED - EXISTING CUSTOMER
La Opala RG,Linclimited,FLAGGED - EXISTING CUSTOMER
RG Builders (Blocks),Linclimited,FLAGGED - EXISTING CUSTOMER
Fuyao Glass (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Continental Coffee,Continental,FLAGGED - EXISTING CUSTOMER
Namdhari Fresh,Namdhari's Fresh,FLAGGED - EXISTING CUSTOMER
Siporex AAC (ACC),ACC Limited,FLAGGED - EXISTING CUSTOMER
Azure Power,India Power,FLAGGED - EXISTING CUSTOMER
UltraTech (Gypsum),Ate India,FLAGGED - EXISTING CUSTOMER
Savita Oil,Linclimited,FLAGGED - EXISTING CUSTOMER
Biltech Building Products,Biltech Building Elements Limited,FLAGGED - EXISTING CUSTOMER
Sagar Marble,Linclimited,FLAGGED - EXISTING CUSTOMER
Kabra Extrusion,ION,FLAGGED - EXISTING CUSTOMER
National Seeds Corp,Linclimited,FLAGGED - EXISTING CUSTOMER
Acme Solar,Linclimited,FLAGGED - EXISTING CUSTOMER
Envision Energy,ION,FLAGGED - EXISTING CUSTOMER
BILT AAC Blocks,Linclimited,FLAGGED - EXISTING CUSTOMER
Jain Irrigation (Tissue),Jain Irrigation Systems Ltd,FLAGGED - EXISTING CUSTOMER
Weatherford India,Weatherford,FLAGGED - EXISTING CUSTOMER
Gandhar Oil,Linclimited,FLAGGED - EXISTING CUSTOMER
NHAI Contractors,RS,FLAGGED - EXISTING CUSTOMER
PWD (State Roads),Ate India,FLAGGED - EXISTING CUSTOMER
Sagar Cement AAC,Sagar Cements,FLAGGED - EXISTING CUSTOMER
Ajay Industrial Corp,AJAY INDUSTRIAL,FLAGGED - EXISTING CUSTOMER
Baker Hughes India,baker hughes,FLAGGED - EXISTING CUSTOMER
Akay Flavours,Linclimited,FLAGGED - EXISTING CUSTOMER
Trafigura India,Fig,FLAGGED - EXISTING CUSTOMER
Total Produce (Fyffes),Linclimited,FLAGGED - EXISTING CUSTOMER
India Cements (Fuel),Linclimited,FLAGGED - EXISTING CUSTOMER
Namdhari Seeds,namdhariseeds,FLAGGED - EXISTING CUSTOMER
Ultratech AAC,UltraTech Cement,FLAGGED - EXISTING CUSTOMER
Phalada Agro,Phalada Agro Research Foundations Pvt,FLAGGED - EXISTING CUSTOMER
Valvoline Cummins,Valvoline Cummins Ltd,FLAGGED - EXISTING CUSTOMER
Kitply Industries,Itpl,FLAGGED - EXISTING CUSTOMER
Cameron (SLB),Linclimited,FLAGGED - EXISTING CUSTOMER
PHI Seeds (Corteva),Corteva,FLAGGED - EXISTING CUSTOMER
Lafarge Holcim RMC,LC,FLAGGED - EXISTING CUSTOMER
Fieldfresh Foods (Bharti),Linclimited,FLAGGED - EXISTING CUSTOMER
Orient Bell,Linclimited,FLAGGED - EXISTING CUSTOMER
Kajaria Ceramics,CERA,FLAGGED - EXISTING CUSTOMER
Petra Buildcare,Linclimited,FLAGGED - EXISTING CUSTOMER
SDB Logistics,BRISK LOGISTICS,FLAGGED - EXISTING CUSTOMER
Mars Petcare,Mars International India Pvt Ltd(Mars Petcare),FLAGGED - EXISTING CUSTOMER
Captain Pipes,Tai industries Limited,FLAGGED - EXISTING CUSTOMER
AIS Glass Solutions,AgileApt Solutions,FLAGGED - EXISTING CUSTOMER
Birla White,Linclimited,FLAGGED - EXISTING CUSTOMER
Ecogreen Bricks,REE,FLAGGED - EXISTING CUSTOMER
Somany Ceramics,CERA,FLAGGED - EXISTING CUSTOMER
IOCL (Base Oils),Linclimited,FLAGGED - EXISTING CUSTOMER
Lavish Granites,Linclimited,FLAGGED - EXISTING CUSTOMER
McCormick India,McCormick & Company Incorporated,FLAGGED - EXISTING CUSTOMER
Dr. Fixit (Pidilite),Linclimited,FLAGGED - EXISTING CUSTOMER
Waterbase Ltd,Ate India,FLAGGED - EXISTING CUSTOMER
Dudhsagar Dairy,air,FLAGGED - EXISTING CUSTOMER
Mangalore Refinery,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
McDermott India,DE,FLAGGED - EXISTING CUSTOMER
Sunrise Marble,Linclimited,FLAGGED - EXISTING CUSTOMER
ACC Concrete,RDC Concrete,FLAGGED - EXISTING CUSTOMER
Navkar Corporation,ION,FLAGGED - EXISTING CUSTOMER
Empire Industries,P,FLAGGED - EXISTING CUSTOMER
Patanjali (Tea),Linclimited,FLAGGED - EXISTING CUSTOMER
Ramco Cements (Fuel),Ramco Industries,FLAGGED - EXISTING CUSTOMER
Borosil Renewables,ReNew,FLAGGED - EXISTING CUSTOMER
Action Tesa,ION,FLAGGED - EXISTING CUSTOMER
Sagar Polymers,Shakun Polymers Ltd.,FLAGGED - EXISTING CUSTOMER
Ballarpur Industries (BILT),Linclimited,FLAGGED - EXISTING CUSTOMER
EPL Limited (Essel Propack),EPL Ltd,FLAGGED - EXISTING CUSTOMER
Garware Hi-Tech Films,Hi-Tech Group,FLAGGED - EXISTING CUSTOMER
MH belt entry,Linclimited,FLAGGED - EXISTING CUSTOMER
Herman Miller,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Saraswati Plywood,Linclimited,FLAGGED - EXISTING CUSTOMER
Lesso India,Linclimited,FLAGGED - EXISTING CUSTOMER
Caesarstone India,RS,FLAGGED - EXISTING CUSTOMER
Plant Lipids,Plant Lipids Private Limited,FLAGGED - EXISTING CUSTOMER
Eneos India,BENEO,FLAGGED - EXISTING CUSTOMER
Raj Petro Specialties,Raj Petro Specialities Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Petronas Lubricants,Linclimited,FLAGGED - EXISTING CUSTOMER
KRIBHCO (Seeds),kribhco,FLAGGED - EXISTING CUSTOMER
Regatta Granites,EGA,FLAGGED - EXISTING CUSTOMER
SK Lubricants,Fuchs Lubricants Co.,FLAGGED - EXISTING CUSTOMER
Maithan Ceramics,CERA,FLAGGED - EXISTING CUSTOMER
Caratec Solar,Ate India,FLAGGED - EXISTING CUSTOMER
Asian Granito (Quartz),ASI Industries Ltd.,FLAGGED - EXISTING CUSTOMER
